,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,34.01,0.17810211798486422,0.0008274917722837511,"[10.209999999999999, 36.02, 34.0, 38.62, 37.44]","[10.209999999999999, 36.02, 34.0, 38.62, 37.44]","[2.3033447999149295, 1.878459791737784, 1.8899978285514125, 1.8157778197359897, 1.827899202376657]","[10.299999999999999, 32.93, 31.369999999999997, 34.77, 34.17]","[2.303331823294994, 1.9484789021809332, 1.9833984807395793, 1.9189044904676371, 1.9079084532370985]"
