,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,9.84,0.2785948870319818,6.541461972450874e-05,"[9.24, 22.15, 10.05, 10.05, 10.05]","[9.24, 22.15, 10.05, 10.05, 10.05]","[2.302697686674864, 6.46243105271997, nan, nan, nan]","[9.31, 21.84, 9.84, 9.84, 9.84]","[2.3027162740107223, 6.53073738452757, nan, nan, nan]"
