,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valLoss
0,10.100000000000001,0.05,0.1,10.32,"[12.139999999999999, 10.16, 10.16, 10.16, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.25, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32, 10.32]","[156.67427980048745, 2.3023662814645358, 2.302376388327708, 2.3023598394456131, 2.3023428529298018, 2.3023273429953948, 2.3023133375819622, 2.3023007222922938, 2.3022893754478702, 2.302279180858112, 2.3022700296904302, 2.302261820956145, 2.3022544616031348, 2.3022478663864816, 2.3022419575892563, 2.3022366646432801, 2.3022319236877711, 2.3022276770948578, 2.3022238729836029, 2.3022204647378199, 2.3022174105391451, 2.3022146729223607, 2.3022122183576896, 2.3022100168625292, 2.3022080416435267, 2.3022062687690203, 2.3022046768707547, 2.3022032468735061, 2.3022019617512108, 2.3022008063071073, 2.3021997669767322, 2.3021988316511863, 2.3021979895191116, 2.3021972309255516, 2.3021965472461314, 2.3021959307747681, 2.3021953746237394, 2.3021948726346473, 2.3021944192992128, 2.3021940096888098]","[156.6752073963284, 2.3030769807212614, 2.3031442125944954, 2.3031265373673877, 2.3031047353054057, 2.3030845023193889, 2.3030661425057906, 2.3030495365292691, 2.3030345339103953, 2.303020989367734, 2.3030087670571855, 2.3029977412225033, 2.3029877961859344, 2.3029788260777244, 2.302970734409747, 2.3029634335508802, 2.30295684414485, 2.3029508945017669, 2.3029455199855473, 2.3029406624139894, 2.3029362694821525, 2.3029322942169399, 2.3029286944667224, 2.3029254324285939, 2.3029224742133843, 2.3029197894481706, 2.3029173509145586, 2.3029151342210543, 2.3029131175072521, 2.3029112811774821, 2.3029096076614377, 2.3029080811996274, 2.3029066876511846, 2.302905414322018, 2.3029042498112751, 2.3029031838741152, 2.302902207299474, 2.3029013118008232, 2.3029004899187857, 2.3028997349343485]"
