,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valLoss
0,30.86,0.1,0.001,32.34,"[8.17, 40.69, 42.91, 43.519999999999996, 44.03, 43.99, 44.01, 44.01, 43.94, 43.96, 43.59, 43.7, 43.51, 43.08, 42.480000000000004, 42.01, 41.63, 41.13, 40.75, 40.32, 40.03, 39.57, 39.22, 38.73, 38.18, 37.8, 37.41, 37.01, 36.54, 36.16, 35.76, 35.67, 35.099999999999994, 34.77, 34.52, 34.13, 33.739999999999995, 33.37, 33.03, 32.65]","[4.0971068306786034, 1.9254788390672255, 1.6933817408687761, 1.6537262514608579, 1.6452536322340825, 1.6422014130327272, 1.6431507278931468, 1.6450157209483836, 1.6499903246536261, 1.6571502440818531, 1.6649114215898848, 1.670948796781685, 1.6773070793275919, 1.6856463002493975, 1.6954254895874978, 1.704360316805466, 1.7134049239011842, 1.72314310281019, 1.7330671505269621, 1.7428759213815863, 1.7530000757373767, 1.7631185789143622, 1.7733116622512155, 1.7838107312158831, 1.7943925656397659, 1.8050081126359643, 1.8153974331689415, 1.8258117830392726, 1.8363818999268253, 1.8471112524677384, 1.8579615631453974, 1.8688516530795067, 1.8795342078221846, 1.89020441248738, 1.900677365697002, 1.9110082812520472, 1.9213584297515118, 1.9315640475272744, 1.9417555450582251, 1.9518817551491043]","[4.0942303671344922, 1.9909150918460627, 1.7721459038297669, 1.7387796582887416, 1.7335515041759357, 1.728746321184452, 1.7282869223107395, 1.7293259915837205, 1.7320043851169751, 1.7357618501987628, 1.7409155144163102, 1.7446234491026178, 1.7484524997976021, 1.7538454265194556, 1.7607082773192111, 1.7670339049426487, 1.7734693986075392, 1.7808614802251033, 1.7882589202713863, 1.7954379223691792, 1.8031131710975823, 1.810939838431934, 1.8188024509145222, 1.8272032841262931, 1.8356184314246116, 1.8441128118615093, 1.8524924587824778, 1.8610167524824626, 1.8696314378919934, 1.878679365152065, 1.8879129462244968, 1.8972862745787553, 1.9065829746224714, 1.9158951204265993, 1.92516270325121, 1.9343979094107333, 1.9437401930541687, 1.9530361355985333, 1.9623834774047595, 1.9716369190578507]"
