,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,39.839999999999996,0.06864334640107378,0.00014412597288446466,"[10.33, 38.25, 43.480000000000004, 46.550000000000004, 46.88, 49.07, 50.01, 50.55, 50.3, 51.07000000000001, 51.9, 51.480000000000004, 52.17, 53.44, 53.56999999999999, 53.169999999999995, 53.89000000000001, 52.64, 52.2, 53.18000000000001]","[10.33, 38.25, 43.480000000000004, 46.550000000000004, 46.88, 49.07, 50.01, 50.55, 50.3, 51.07000000000001, 51.9, 51.480000000000004, 52.17, 53.44, 53.56999999999999, 53.169999999999995, 53.89000000000001, 52.64, 52.2, 53.18000000000001]","[2.302630236056204, 1.7175317216134056, 1.5850222017103237, 1.5139597965696912, 1.4870856405755584, 1.4500616602249679, 1.425913624956138, 1.4189594665509275, 1.4228441186791851, 1.3979691411118293, 1.38157084807359, 1.3860703021729128, 1.3789080228122683, 1.3398136162547787, 1.3404133877910016, 1.3382190203125461, 1.3211214415117525, 1.3469483713307089, 1.3674245679721393, 1.34842995403371]","[10.05, 35.27, 38.34, 39.550000000000004, 38.72, 39.86, 39.839999999999996, 39.190000000000005, 39.1, 39.54, 39.910000000000004, 39.75, 39.82, 40.97, 40.44, 40.87, 41.21, 39.94, 40.06, 40.37]","[2.3026677525557164, 1.7986728504687581, 1.7313130438535467, 1.7135214188900747, 1.7273423723711134, 1.7325722984610312, 1.7344737581056482, 1.7578025485747681, 1.7754987846069312, 1.761733801371979, 1.7592576072769779, 1.7663386392867415, 1.7784306182421994, 1.7561491256397184, 1.7638243786987016, 1.7560123336072588, 1.7431963587132913, 1.7787728612995344, 1.8071695472885863, 1.7852394459779275]"
