,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,30.73,0.21174280237955018,0.0009241742991137257,"[8.49, 34.11, 31.180000000000003, 32.379999999999995, 34.239999999999995]","[8.49, 34.11, 31.180000000000003, 32.379999999999995, 34.239999999999995]","[2.3034680483560033, 1.9543594594043812, 2.0202732745642074, 1.955087409255505, 1.931524912030837]","[8.27, 32.14, 28.27, 30.009999999999998, 31.419999999999998]","[2.303497842199956, 2.0270447499489275, 2.1099486292228775, 2.0183436336280143, 2.0164909130427047]"
