,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,32.56,0.0009000000000000001,7e-06,"[8.82, 20.93, 35.33, 38.16, 37.32]","[8.82, 20.93, 35.33, 38.16, 37.32]","[153.51385507036187, 2.1018858987014317, 1.984651955659077, 1.915094430861637, 1.870951295369157]","[8.81, 19.869999999999997, 32.96, 34.97, 34.06]","[155.08890301485744, 2.1303617970450115, 2.015601206932383, 1.9584263237933879, 1.9315800215849606]"
