,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,30.44,7e-07,5e-09,"[10.16, 14.49, 25.259999999999998, 30.220000000000002, 32.16]","[10.16, 14.49, 25.259999999999998, 30.220000000000002, 32.16]","[107.34564814098725, 2.2321368070130503, 2.14120494388556, 2.1130682233124203, 2.097463375203163]","[10.39, 14.11, 23.13, 27.91, 29.160000000000004]","[107.13841478668022, 2.243613939206511, 2.1582723495454106, 2.1353220151147725, 2.1226891152544813]"
