,ValAccDone,eta,lambda,trainAccDone,trainAccuracy,trainLoss,valAccuracy,valLoss
0,28.08,6e-07,0.0,"[9.969999999999999, 15.14, 22.81, 26.3, 28.59]","[9.969999999999999, 15.14, 22.81, 26.3, 28.59]","[70.14221172106441, 2.248903308499178, 2.1932020123345355, 2.161258242848252, 2.139130670116954]","[10.11, 14.649999999999999, 21.959999999999997, 24.93, 26.790000000000003]","[69.24711431780351, 2.2533851743850266, 2.2042202841147964, 2.17475275811153, 2.154557151831826]"
